MSSubClass,MSZoning,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,HeatingQC,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,WoodDeckSF,Fence,MoSold,YrSold,SaleCondition,LotFrontagenan,SalePrice
0.2352941176470588,0.75,0.0,0.0,0.6818181818181819,0.8,1.0,1.0,0.0367647058823529,0.0983606557377049,0.0,0.9,0.9,0.5,0.6666666666666666,1.0,1.0,0.75,0.25,1.0,0.8333333333333333,0.0642123287671232,1.0,0.4135593220338983,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.0,0.2,0.8,0.0467289719626168,0.6666666666666666,0.5,0.0,1.0,0.0909090909090909,0.5,0.75,0.0,208500
0.0,0.75,0.0,0.25,0.5454545454545454,0.2,1.0,0.8,0.2279411764705882,0.5245901639344263,0.0,0.1,0.2,0.25,0.3333333333333333,1.0,0.5,0.75,1.0,0.6666666666666666,0.8333333333333333,0.1215753424657534,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.2897196261682243,0.6666666666666666,0.5,0.3477246207701283,1.0,0.3636363636363636,0.25,0.75,0.0,181500
0.2352941176470588,0.75,0.3333333333333333,0.0,0.6818181818181819,0.8,1.0,1.0,0.0514705882352941,0.1147540983606557,0.0,0.9,0.9,0.5,0.6666666666666666,1.0,1.0,0.75,0.5,1.0,0.8333333333333333,0.1857876712328767,1.0,0.4193704600484261,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.0654205607476635,0.6666666666666666,0.5,0.0,1.0,0.7272727272727273,0.5,0.75,0.0,223500
0.2941176470588235,0.75,0.3333333333333333,0.5,0.7272727272727273,0.8,1.0,1.0,0.6691176470588235,0.6065573770491803,0.0,0.2,0.4,0.25,0.3333333333333333,1.0,0.25,0.5,0.25,0.6666666666666666,0.8333333333333333,0.2311643835616438,0.75,0.3661016949152542,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.8,0.4,0.0747663551401869,0.3333333333333333,0.75,0.0,1.0,0.0909090909090909,0.0,0.0,0.0,140000
0.2352941176470588,0.75,0.3333333333333333,0.25,1.0,0.8,1.0,1.0,0.0588235294117647,0.1475409836065573,0.0,0.9,0.9,0.5,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,0.8333333333333333,0.2097602739726027,1.0,0.5099273607748184,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.0747663551401869,0.6666666666666666,0.75,0.2240373395565927,1.0,1.0,0.5,0.75,0.0,250000
0.1764705882352941,0.75,0.3333333333333333,0.0,0.4090909090909091,0.8,1.0,0.2,0.1176470588235294,0.2459016393442623,0.0,0.9,0.9,0.25,0.3333333333333333,1.0,0.75,0.75,0.25,1.0,0.8333333333333333,0.0273972602739726,1.0,0.27409200968523,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.0,0.2,0.8,0.1495327102803738,0.3333333333333333,0.5,0.0466744457409568,0.5,0.8181818181818182,0.75,0.75,0.0,143000
0.0,0.75,0.0,0.0,0.8181818181818182,0.8,1.0,0.8,0.0220588235294117,0.0491803278688524,0.0,0.9,0.9,1.0,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.8333333333333333,0.1357020547945205,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.02803738317757,0.6666666666666666,0.5,0.2975495915985997,1.0,0.6363636363636364,0.25,0.75,0.0,307000
0.2352941176470588,0.75,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.2647058823529412,0.6065573770491803,0.0,0.6000000000000001,0.5,1.0,0.3333333333333333,1.0,0.5,0.75,0.5,0.6666666666666666,0.1666666666666666,0.0924657534246575,1.0,0.4760290556900726,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.8,0.3364485981308411,0.6666666666666666,0.5,0.2742123687281213,1.0,0.9090909090909092,0.75,0.75,1.0,200000
0.1764705882352941,0.25,0.0,0.0,0.2272727272727273,0.0,1.0,0.2,0.5661764705882353,0.9672131147540984,0.0,0.8,0.4,0.25,0.3333333333333333,1.0,0.25,0.5,0.25,0.8333333333333333,0.8333333333333333,0.4075342465753424,0.75,0.3641646489104116,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.4,0.719626168224299,0.3333333333333333,0.5,0.1050175029171528,1.0,0.2727272727272727,0.5,0.0,0.0,129900
1.0,0.75,0.0,0.5,0.1363636363636363,0.0,0.0,0.4,0.5073529411764706,0.9672131147540984,0.0,0.1,0.2,0.25,0.3333333333333333,1.0,0.25,0.5,0.25,1.0,0.8333333333333333,0.059931506849315,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.8,0.6448598130841121,0.6666666666666666,0.25,0.0,1.0,0.0,0.5,0.75,0.0,118000
